107.178.194.efc,2017-03-20 00:00:02,2017-03-20 00:00:03,2,2
120.26.124.hbc,2017-03-20 00:00:02,2017-03-20 00:00:03,2,4
107.178.194.ede,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
111.78.81.fhg,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
157.55.39.dea,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
180.76.15.hec,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
180.76.15.jcf,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
207.241.226.gcd,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
210.51.244.fdi,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
217.69.133.aba,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
47.184.165.aej,2017-03-20 00:00:03,2017-03-20 00:00:03,1,2
64.124.25.jig,2017-03-20 00:00:03,2017-03-20 00:00:03,1,6
70.42.2.gjj,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
92.1.225.gch,2017-03-20 00:00:03,2017-03-20 00:00:03,1,1
103.225.160.cci,2017-03-20 00:00:00,2017-03-20 00:00:04,5,5
128.186.36.jhf,2017-03-20 00:00:00,2017-03-20 00:00:04,5,19
104.196.219.dgd,2017-03-20 00:00:02,2017-03-20 00:00:04,3,4
107.178.195.gig,2017-03-20 00:00:02,2017-03-20 00:00:04,3,3
121.40.158.hec,2017-03-20 00:00:02,2017-03-20 00:00:04,3,4
128.0.171.ajg,2017-03-20 00:00:02,2017-03-20 00:00:04,3,10
158.69.116.fca,2017-03-20 00:00:02,2017-03-20 00:00:04,3,8
104.239.230.fgd,2017-03-20 00:00:03,2017-03-20 00:00:04,2,10
104.239.231.fab,2017-03-20 00:00:03,2017-03-20 00:00:04,2,10
180.76.15.fib,2017-03-20 00:00:03,2017-03-20 00:00:04,2,2
45.34.14.idd,2017-03-20 00:00:03,2017-03-20 00:00:04,2,2
108.51.38.ceb,2017-03-20 00:00:04,2017-03-20 00:00:04,1,1
34.199.27.edd,2017-03-20 00:00:04,2017-03-20 00:00:04,1,2
35.165.106.hec,2017-03-20 00:00:04,2017-03-20 00:00:04,1,6
40.77.167.jcf,2017-03-20 00:00:04,2017-03-20 00:00:04,1,1
46.229.168.geh,2017-03-20 00:00:04,2017-03-20 00:00:04,1,1
75.70.142.jja,2017-03-20 00:00:04,2017-03-20 00:00:04,1,1
115.111.104.igg,2017-03-20 00:00:00,2017-03-20 00:00:05,6,5
121.40.66.gjj,2017-03-20 00:00:01,2017-03-20 00:00:05,5,6
104.196.115.ddh,2017-03-20 00:00:02,2017-03-20 00:00:05,4,8
100.38.108.eag,2017-03-20 00:00:03,2017-03-20 00:00:05,3,10
115.113.198.fef,2017-03-20 00:00:04,2017-03-20 00:00:05,2,6
121.40.162.ebc,2017-03-20 00:00:04,2017-03-20 00:00:05,2,2
60.173.241.hgj,2017-03-20 00:00:04,2017-03-20 00:00:05,2,2
64.57.81.eib,2017-03-20 00:00:04,2017-03-20 00:00:05,2,4
100.43.85.ggf,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
101.127.2.ffb,2017-03-20 00:00:05,2017-03-20 00:00:05,1,2
125.209.235.dda,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
163.172.71.jda,2017-03-20 00:00:05,2017-03-20 00:00:05,1,2
180.76.15.eja,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
218.30.103.hee,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
40.77.167.idd,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
45.55.8.bdh,2017-03-20 00:00:05,2017-03-20 00:00:05,1,2
50.116.50.fdf,2017-03-20 00:00:05,2017-03-20 00:00:05,1,1
128.84.149.hie,2017-03-20 00:00:00,2017-03-20 00:00:06,7,16
163.231.6.fef,2017-03-20 00:00:01,2017-03-20 00:00:06,6,16
198.135.125.eib,2017-03-20 00:00:04,2017-03-20 00:00:06,3,2
59.31.193.cjj,2017-03-20 00:00:04,2017-03-20 00:00:06,3,2
121.40.49.dff,2017-03-20 00:00:05,2017-03-20 00:00:06,2,2
180.76.15.bji,2017-03-20 00:00:05,2017-03-20 00:00:06,2,3
103.225.160.beg,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
106.241.135.jeb,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
121.40.120.iee,2017-03-20 00:00:06,2017-03-20 00:00:06,1,2
128.103.186.fdh,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
128.12.254.ejd,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.dff,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.djf,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.fie,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.gjc,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.jbh,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
180.76.15.jcf,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
198.45.19.bfc,2017-03-20 00:00:06,2017-03-20 00:00:06,1,2
23.101.153.efc,2017-03-20 00:00:06,2017-03-20 00:00:06,1,1
62.65.39.jcf,2017-03-20 00:00:06,2017-03-20 00:00:06,1,2
66.249.66.fdb,2017-03-20 00:00:00,2017-03-20 00:00:07,8,14
178.253.198.gig,2017-03-20 00:00:01,2017-03-20 00:00:07,7,8
66.147.244.cfi,2017-03-20 00:00:02,2017-03-20 00:00:07,6,20
217.69.133.djc,2017-03-20 00:00:04,2017-03-20 00:00:07,4,3
38.117.232.bid,2017-03-20 00:00:05,2017-03-20 00:00:07,3,2
38.140.198.fdh,2017-03-20 00:00:05,2017-03-20 00:00:07,3,8
180.76.15.dcg,2017-03-20 00:00:06,2017-03-20 00:00:07,2,2
180.76.15.jhi,2017-03-20 00:00:06,2017-03-20 00:00:07,2,2
52.26.9.efj,2017-03-20 00:00:06,2017-03-20 00:00:07,2,9
54.173.181.ghf,2017-03-20 00:00:06,2017-03-20 00:00:07,2,2
64.124.25.jig,2017-03-20 00:00:06,2017-03-20 00:00:07,2,6
72.15.154.eca,2017-03-20 00:00:06,2017-03-20 00:00:07,2,20
72.47.244.bji,2017-03-20 00:00:06,2017-03-20 00:00:07,2,4
112.198.78.efh,2017-03-20 00:00:07,2017-03-20 00:00:07,1,1
180.76.15.bff,2017-03-20 00:00:07,2017-03-20 00:00:07,1,1
180.76.15.idd,2017-03-20 00:00:07,2017-03-20 00:00:07,1,1
180.76.15.jde,2017-03-20 00:00:07,2017-03-20 00:00:07,1,1
52.6.151.gbi,2017-03-20 00:00:07,2017-03-20 00:00:07,1,2
52.73.130.fhf,2017-03-20 00:00:07,2017-03-20 00:00:07,1,1
157.55.39.ecb,2017-03-20 00:00:00,2017-03-20 00:00:08,9,38
159.220.77.gjc,2017-03-20 00:00:00,2017-03-20 00:00:08,9,8
137.116.195.jga,2017-03-20 00:00:05,2017-03-20 00:00:08,4,6
216.177.161.fdf,2017-03-20 00:00:05,2017-03-20 00:00:08,4,6
40.114.246.eaj,2017-03-20 00:00:05,2017-03-20 00:00:08,4,8
87.106.32.gae,2017-03-20 00:00:05,2017-03-20 00:00:08,4,40
35.160.149.dgd,2017-03-20 00:00:06,2017-03-20 00:00:08,3,10
223.104.6.abc,2017-03-20 00:00:07,2017-03-20 00:00:08,2,2
50.174.21.iji,2017-03-20 00:00:07,2017-03-20 00:00:08,2,2
60.163.65.caa,2017-03-20 00:00:07,2017-03-20 00:00:08,2,2
144.255.48.eja,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
180.76.15.bgj,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
180.76.15.ceb,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
180.76.15.jhd,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
210.51.244.fdi,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
49.88.188.aef,2017-03-20 00:00:08,2017-03-20 00:00:08,1,2
66.249.66.hgh,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
74.202.51.jcf,2017-03-20 00:00:08,2017-03-20 00:00:08,1,1
5.255.250.ahg,2017-03-20 00:00:01,2017-03-20 00:00:09,9,7
70.32.112.aab,2017-03-20 00:00:02,2017-03-20 00:00:09,8,68
12.230.83.jde,2017-03-20 00:00:07,2017-03-20 00:00:09,3,2
40.77.167.jcf,2017-03-20 00:00:07,2017-03-20 00:00:09,3,3
52.10.175.bfc,2017-03-20 00:00:07,2017-03-20 00:00:09,3,10
121.40.161.haf,2017-03-20 00:00:08,2017-03-20 00:00:09,2,2
101.127.2.ffb,2017-03-20 00:00:09,2017-03-20 00:00:09,1,2
120.26.129.fhc,2017-03-20 00:00:09,2017-03-20 00:00:09,1,2
163.172.68.jgj,2017-03-20 00:00:09,2017-03-20 00:00:09,1,2
180.76.15.hec,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
199.107.63.dif,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
206.180.165.jcd,2017-03-20 00:00:09,2017-03-20 00:00:09,1,2
23.101.153.efc,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
45.55.8.bdh,2017-03-20 00:00:09,2017-03-20 00:00:09,1,2
50.155.105.eja,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
71.13.61.ghf,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
77.88.47.dea,2017-03-20 00:00:09,2017-03-20 00:00:09,1,1
207.241.226.hjf,2017-03-20 00:00:04,2017-03-20 00:00:10,7,5
121.40.158.hec,2017-03-20 00:00:07,2017-03-20 00:00:10,4,4
207.241.226.gcd,2017-03-20 00:00:07,2017-03-20 00:00:10,4,3
180.168.17.dbe,2017-03-20 00:00:08,2017-03-20 00:00:10,3,2
192.193.216.bgd,2017-03-20 00:00:08,2017-03-20 00:00:10,3,2
138.201.187.bdc,2017-03-20 00:00:09,2017-03-20 00:00:10,2,6
38.107.112.ebi,2017-03-20 00:00:09,2017-03-20 00:00:10,2,2
49.81.19.dgd,2017-03-20 00:00:09,2017-03-20 00:00:10,2,4
52.44.38.bbb,2017-03-20 00:00:09,2017-03-20 00:00:10,2,6
52.91.42.ajc,2017-03-20 00:00:09,2017-03-20 00:00:10,2,100
125.209.235.jea,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
157.55.39.dea,2017-03-20 00:00:10,2017-03-20 00:00:10,1,2
180.76.15.gha,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
180.76.15.jbf,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
180.76.15.jdj,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
217.69.133.djc,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
24.189.161.edc,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
52.193.101.fjb,2017-03-20 00:00:10,2017-03-20 00:00:10,1,1
72.47.244.jda,2017-03-20 00:00:10,2017-03-20 00:00:10,1,2
185.25.32.fjb,2017-03-20 00:00:05,2017-03-20 00:00:11,7,4
121.40.66.aie,2017-03-20 00:00:06,2017-03-20 00:00:11,6,10
121.40.65.ebc,2017-03-20 00:00:07,2017-03-20 00:00:11,5,6
50.116.50.fdf,2017-03-20 00:00:08,2017-03-20 00:00:11,4,4
121.40.162.ebc,2017-03-20 00:00:09,2017-03-20 00:00:11,3,4
180.76.15.abf,2017-03-20 00:00:09,2017-03-20 00:00:11,3,2
180.76.15.igj,2017-03-20 00:00:09,2017-03-20 00:00:11,3,2
121.40.66.gjj,2017-03-20 00:00:11,2017-03-20 00:00:11,1,2
128.103.186.fdh,2017-03-20 00:00:11,2017-03-20 00:00:11,1,1
180.76.15.aca,2017-03-20 00:00:11,2017-03-20 00:00:11,1,1
202.133.60.fad,2017-03-20 00:00:11,2017-03-20 00:00:11,1,1
217.69.133.gjc,2017-03-20 00:00:11,2017-03-20 00:00:11,1,1
38.140.198.fdh,2017-03-20 00:00:11,2017-03-20 00:00:11,1,4
52.27.240.jda,2017-03-20 00:00:11,2017-03-20 00:00:11,1,1
62.65.39.jcf,2017-03-20 00:00:11,2017-03-20 00:00:11,1,2
128.59.177.abj,2017-03-20 00:00:10,2017-03-20 00:00:12,3,2
159.220.77.gjc,2017-03-20 00:00:11,2017-03-20 00:00:12,2,2
180.76.15.iji,2017-03-20 00:00:11,2017-03-20 00:00:12,2,2
78.41.194.igj,2017-03-20 00:00:11,2017-03-20 00:00:12,2,4
104.196.213.ebi,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
123.255.27.fed,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
137.116.195.jga,2017-03-20 00:00:12,2017-03-20 00:00:12,1,16
154.61.34.fdf,2017-03-20 00:00:12,2017-03-20 00:00:12,1,2
180.76.15.bff,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
180.76.15.jeh,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
199.107.63.dif,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
206.180.165.jcd,2017-03-20 00:00:12,2017-03-20 00:00:12,1,2
209.237.237.hjf,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
35.185.50.ech,2017-03-20 00:00:12,2017-03-20 00:00:12,1,1
40.114.246.eaj,2017-03-20 00:00:12,2017-03-20 00:00:12,1,8
128.186.36.jhf,2017-03-20 00:00:08,2017-03-20 00:00:13,6,20
204.52.175.jdd,2017-03-20 00:00:09,2017-03-20 00:00:13,5,28
120.26.124.hbc,2017-03-20 00:00:12,2017-03-20 00:00:13,2,2
50.174.21.iji,2017-03-20 00:00:12,2017-03-20 00:00:13,2,2
72.47.244.igj,2017-03-20 00:00:12,2017-03-20 00:00:13,2,2
100.33.129.ced,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
108.227.179.eda,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
180.76.15.gbi,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
217.69.133.djc,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
45.55.8.bdh,2017-03-20 00:00:13,2017-03-20 00:00:13,1,2
47.184.165.aej,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
54.158.28.bhe,2017-03-20 00:00:13,2017-03-20 00:00:13,1,1
64.124.25.jig,2017-03-20 00:00:13,2017-03-20 00:00:13,1,6
72.47.244.bji,2017-03-20 00:00:13,2017-03-20 00:00:13,1,2
76.122.170.cdg,2017-03-20 00:00:13,2017-03-20 00:00:13,1,2
216.177.161.fdf,2017-03-20 00:00:12,2017-03-20 00:00:14,3,6
121.40.66.bch,2017-03-20 00:00:13,2017-03-20 00:00:14,2,2
138.201.187.bdc,2017-03-20 00:00:13,2017-03-20 00:00:14,2,2
72.15.154.eca,2017-03-20 00:00:13,2017-03-20 00:00:14,2,27
106.38.241.icd,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
112.198.78.efh,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
121.40.120.iee,2017-03-20 00:00:14,2017-03-20 00:00:14,1,2
121.40.49.dff,2017-03-20 00:00:14,2017-03-20 00:00:14,1,2
142.148.224.hbc,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
163.172.71.jda,2017-03-20 00:00:14,2017-03-20 00:00:14,1,2
173.73.200.bij,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.aba,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.dcg,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.edd,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.fgg,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.fie,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.hec,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
180.76.15.hgj,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
199.16.157.hah,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
218.188.93.dcg,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
47.209.11.jbh,2017-03-20 00:00:14,2017-03-20 00:00:14,1,1
54.173.181.ghf,2017-03-20 00:00:14,2017-03-20 00:00:14,1,2
173.75.36.dci,2017-03-20 00:00:00,2017-03-20 00:00:15,16,56
101.127.2.ffb,2017-03-20 00:00:12,2017-03-20 00:00:15,4,4
180.76.15.fdh,2017-03-20 00:00:14,2017-03-20 00:00:15,2,2
121.40.66.gjj,2017-03-20 00:00:15,2017-03-20 00:00:15,1,2
180.76.15.bji,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
180.76.15.jcd,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
182.118.17.ecg,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
206.180.165.jcd,2017-03-20 00:00:15,2017-03-20 00:00:15,1,2
207.172.201.fdb,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
35.161.17.ejd,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
40.77.179.efb,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
59.180.230.cib,2017-03-20 00:00:15,2017-03-20 00:00:15,1,2
71.113.133.aha,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
72.76.107.gee,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
96.246.206.jje,2017-03-20 00:00:15,2017-03-20 00:00:15,1,1
218.94.86.gcd,2017-03-20 00:00:07,2017-03-20 00:00:16,10,24
121.40.63.gig,2017-03-20 00:00:15,2017-03-20 00:00:16,2,2
121.40.66.aie,2017-03-20 00:00:15,2017-03-20 00:00:16,2,2
109.144.250.bid,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
121.40.161.haf,2017-03-20 00:00:16,2017-03-20 00:00:16,1,2
180.76.15.aea,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
180.76.15.eij,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
180.76.15.gha,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
180.76.15.jij,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
40.77.167.idd,2017-03-20 00:00:16,2017-03-20 00:00:16,1,2
40.77.169.jfd,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
45.55.8.bdh,2017-03-20 00:00:16,2017-03-20 00:00:16,1,2
69.191.249.aag,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
69.191.249.bcf,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
69.191.249.fhc,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
69.191.249.gig,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
69.191.249.jag,2017-03-20 00:00:16,2017-03-20 00:00:16,1,1
72.47.244.edd,2017-03-20 00:00:16,2017-03-20 00:00:17,2,4
106.120.173.bij,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
128.84.127.cjb,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
144.255.48.eja,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
180.76.15.egd,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
180.76.15.fed,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
180.76.15.ide,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
180.76.15.ihf,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
217.69.133.jdd,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
50.174.21.iji,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
54.173.181.ghf,2017-03-20 00:00:17,2017-03-20 00:00:17,1,2
62.65.39.jcf,2017-03-20 00:00:17,2017-03-20 00:00:17,1,2
64.124.25.jig,2017-03-20 00:00:17,2017-03-20 00:00:17,1,6
74.58.205.efi,2017-03-20 00:00:17,2017-03-20 00:00:17,1,1
207.241.226.gcd,2017-03-20 00:00:14,2017-03-20 00:00:18,5,4
121.40.65.ebc,2017-03-20 00:00:15,2017-03-20 00:00:18,4,6
104.189.119.cib,2017-03-20 00:00:16,2017-03-20 00:00:18,3,2
112.198.17.ach,2017-03-20 00:00:16,2017-03-20 00:00:18,3,2
128.186.36.jhf,2017-03-20 00:00:16,2017-03-20 00:00:18,3,4
180.76.15.jhd,2017-03-20 00:00:17,2017-03-20 00:00:18,2,2
72.200.206.jgj,2017-03-20 00:00:17,2017-03-20 00:00:18,2,2
120.26.129.fhc,2017-03-20 00:00:18,2017-03-20 00:00:18,1,2
125.209.235.cca,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
128.103.186.fdh,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
180.76.15.ahg,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
180.76.15.bgj,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
180.76.15.haa,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
180.76.15.jde,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
46.229.168.cfi,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
52.26.78.fgi,2017-03-20 00:00:18,2017-03-20 00:00:18,1,6
59.180.230.cib,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
61.12.94.jfc,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
66.249.66.hgh,2017-03-20 00:00:18,2017-03-20 00:00:18,1,1
185.25.32.fdh,2017-03-20 00:00:06,2017-03-20 00:00:19,14,12
40.77.167.cfi,2017-03-20 00:00:09,2017-03-20 00:00:19,11,25
49.81.19.dgd,2017-03-20 00:00:17,2017-03-20 00:00:19,3,5
104.196.213.ebi,2017-03-20 00:00:18,2017-03-20 00:00:19,2,3
64.57.81.eib,2017-03-20 00:00:18,2017-03-20 00:00:19,2,4
121.40.162.ebc,2017-03-20 00:00:19,2017-03-20 00:00:19,1,2
122.151.76.jjh,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
163.172.68.jgj,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
180.76.15.ahf,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
180.76.15.hbf,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
206.180.165.jcd,2017-03-20 00:00:19,2017-03-20 00:00:19,1,2
216.137.222.ecb,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
217.69.133.ech,2017-03-20 00:00:19,2017-03-20 00:00:19,1,1
